Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Kelci Walkden,UK,Orange Choco,8/1/2022,3640.00,3,High,Other,5967.418522
Dennison Crosswaite,Canada,Eclairs,3/15/2022,455.00,45,Low,Other,5974.565539
Karlen McCaffrey,India,Mint Chip Choco,7/15/2022,10990.00,184,High,Other,5974.565539
Barr Faughny,New Zealand,Almond Choco,1/13/2022,5558.00,127,High,Other,5974.565539
Mallorie Waber,Australia,85% Dark Bars,8/26/2022,2541.00,53,High,Top Local,5974.565539
Ches Bonnell,Canada,Eclairs,1/10/2022,1876.00,172,High,Other,5974.565539
Gigi Bohling,Australia,White Choc,5/11/2022,5523.00,87,High,Other,5980.854121
Beverie Moffet,New Zealand,85% Dark Bars,8/30/2022,11200.00,22,High,Other,5980.854121
Kaine Padly,USA,Caramel Stuffed Bars,7/21/2022,5593.00,122,High,Other,5981.69422
Mallorie Waber,Australia,Almond Choco,8/1/2022,7882.00,125,High,Top Local,5981.69422
Brien Boise,Canada,85% Dark Bars,2/17/2022,10241.00,259,High,Other,5981.69422
Brien Boise,Australia,Drinking Coco,7/27/2022,6832.00,156,High,Other,5978.201011
Dotty Strutley,USA,Orange Choco,2/23/2022,1379.00,107,High,Other,5978.201011
Rafaelita Blaksland,Australia,50% Dark Bites,3/22/2022,3010.00,40,High,Other,5976.628637
Dennison Crosswaite,India,99% Dark & Pure,6/23/2022,6888.00,311,High,Other,5976.628637
Curtice Advani,UK,White Choc,2/1/2022,1540.00,73,High,Other,5982.102122
Kelci Walkden,Australia,After Nines,3/2/2022,6916.00,288,High,Other,5982.102122
Gigi Bohling,UK,Fruit & Nut Bars,4/6/2022,1232.00,86,High,Other,5982.102122
Gunar Cockshoot,Australia,Raspberry Choco,3/17/2022,602.00,72,Medium,Other,5980.375878
Curtice Advani,UK,Fruit & Nut Bars,6/24/2022,10927.00,136,High,Other,5980.375878
Barr Faughny,Canada,50% Dark Bites,7/19/2022,10185.00,303,High,Other,5990.335833
Curtice Advani,USA,Spicy Special Slims,7/11/2022,1603.00,264,High,Other,5990.335833
Brien Boise,India,Almond Choco,1/13/2022,2170.00,218,High,Other,5990.335833
Oby Sorrel,New Zealand,Smooth Sliky Salty,7/7/2022,8673.00,60,High,Other,5990.335833
Jan Morforth,India,85% Dark Bars,5/25/2022,4760.00,418,High,Other,5990.335833
Marney O'Breen,India,Fruit & Nut Bars,4/13/2022,4753.00,151,High,Other,5990.335833
Andria Kimpton,New Zealand,50% Dark Bites,3/2/2022,3374.00,202,High,Other,5990.335833
Gunar Cockshoot,Canada,Raspberry Choco,6/23/2022,2058.00,126,High,Other,5990.335833
Kelci Walkden,USA,Drinking Coco,7/26/2022,6454.00,160,High,Other,5990.335833
Van Tuxwell,Canada,White Choc,3/22/2022,420.00,3,Low,Other,5990.335833
Rafaelita Blaksland,USA,Baker's Choco Chips,6/9/2022,2863.00,58,High,Other,5990.335833
Van Tuxwell,Australia,Caramel Stuffed Bars,5/17/2022,5936.00,59,High,Other,5990.335833
Ches Bonnell,New Zealand,Peanut Butter Cubes,3/4/2022,889.00,273,High,Other,5990.335833
Kelci Walkden,Canada,Milk Bars,7/7/2022,16016.00,28,High,Other,5990.436642
Dennison Crosswaite,Canada,Choco Coated Almonds,1/13/2022,10479.00,118,High,Other,5990.436642
Curtice Advani,Australia,Almond Choco,7/13/2022,2912.00,75,High,Other,5990.436642
Madelene Upcott,Australia,85% Dark Bars,6/16/2022,1575.00,329,High,Other,5990.436642
Gigi Bohling,UK,50% Dark Bites,7/18/2022,8197.00,69,High,Other,5996.158643
Ches Bonnell,UK,Manuka Honey Choco,5/30/2022,4221.00,395,High,Other,6004.391713
Gigi Bohling,UK,70% Dark Bites,6/21/2022,840.00,81,High,Other,6004.391713
Jehu Rudeforth,Australia,Peanut Butter Cubes,6/24/2022,5691.00,38,High,Other,6004.391713
Marney O'Breen,India,Eclairs,1/13/2022,3472.00,96,High,Other,6004.391713
Curtice Advani,Canada,Fruit & Nut Bars,4/4/2022,4193.00,195,High,Other,6004.976399
Kaine Padly,UK,Smooth Sliky Salty,6/8/2022,9016.00,554,High,Other,6004.976399
Karlen McCaffrey,Canada,Spicy Special Slims,8/2/2022,6328.00,47,High,Other,6004.976399
Kelci Walkden,USA,Organic Choco Syrup,7/21/2022,9870.00,152,High,Other,6004.976399
Curtice Advani,India,Spicy Special Slims,6/20/2022,161.00,134,Low,Other,6004.976399
Roddy Speechley,India,After Nines,6/22/2022,2576.00,112,High,Other,6004.976399
Camilla Castle,Australia,Caramel Stuffed Bars,5/2/2022,3178.00,16,High,Other,6004.976399
Curtice Advani,Australia,99% Dark & Pure,1/7/2022,4676.00,84,High,Other,6004.976399
Mallorie Waber,UK,50% Dark Bites,2/21/2022,5502.00,99,High,Other,6010.260467
Ches Bonnell,Canada,Baker's Choco Chips,3/21/2022,7462.00,371,High,Other,6012.759082
Van Tuxwell,UK,Drinking Coco,4/4/2022,5803.00,136,High,Other,6012.759082
Gunar Cockshoot,Canada,Fruit & Nut Bars,3/24/2022,13888.00,203,High,Other,6012.759082
Gunar Cockshoot,New Zealand,Spicy Special Slims,6/28/2022,6867.00,183,High,Other,6012.759082
Gunar Cockshoot,Australia,Drinking Coco,1/14/2022,2317.00,195,High,Other,6012.759082
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2/7/2022,1218.00,135,High,Other,6012.759082
Dennison Crosswaite,New Zealand,Drinking Coco,1/11/2022,4109.00,197,High,Other,6019.692964
Jehu Rudeforth,India,99% Dark & Pure,2/25/2022,1953.00,242,High,Other,6019.692964
Dotty Strutley,Australia,Mint Chip Choco,8/1/2022,6790.00,25,High,Other,6019.692964
Roddy Speechley,Australia,Mint Chip Choco,5/5/2022,6797.00,252,High,Other,6019.692964
Madelene Upcott,New Zealand,Raspberry Choco,5/18/2022,9226.00,415,High,Other,6018.245019
Dotty Strutley,New Zealand,Choco Coated Almonds,1/4/2022,5733.00,348,High,Other,6016.778437
Roddy Speechley,New Zealand,50% Dark Bites,5/9/2022,4312.00,211,High,Other,6016.778437
Rafaelita Blaksland,India,Smooth Sliky Salty,5/6/2022,1638.00,81,High,Other,6016.778437
Husein Augar,UK,White Choc,1/13/2022,10815.00,145,High,Other,6016.778437
Roddy Speechley,Australia,Almond Choco,6/24/2022,4466.00,74,High,Other,6016.778437
Van Tuxwell,USA,Caramel Stuffed Bars,2/14/2022,987.00,21,High,Other,6016.778437
Camilla Castle,Australia,99% Dark & Pure,1/18/2022,4669.00,101,High,Other,6019.704434
Kaine Padly,India,Milk Bars,5/2/2022,2905.00,91,High,Other,6019.704434
Ches Bonnell,Australia,Smooth Sliky Salty,5/16/2022,7490.00,54,High,Other,6022.25775
Mallorie Waber,USA,Almond Choco,1/28/2022,6986.00,368,High,Other,6022.25775
Kaine Padly,Canada,99% Dark & Pure,6/24/2022,1288.00,409,High,Other,6019.477936
Oby Sorrel,UK,After Nines,7/18/2022,2345.00,104,High,Other,6019.477936
Gunar Cockshoot,UK,Eclairs,4/13/2022,3619.00,164,High,Other,6019.477936
Dotty Strutley,USA,Caramel Stuffed Bars,4/15/2022,16982.00,76,High,Other,6019.477936
Jan Morforth,India,Peanut Butter Cubes,1/4/2022,8092.00,178,High,Other,6019.477936
Husein Augar,Australia,Eclairs,7/4/2022,6993.00,31,High,Other,6019.477936
Beverie Moffet,USA,Smooth Sliky Salty,3/24/2022,2317.00,352,High,Other,6019.477936
Camilla Castle,Australia,Manuka Honey Choco,3/17/2022,637.00,169,Medium,Other,6017.630645
Oby Sorrel,Australia,Almond Choco,2/15/2022,6034.00,223,High,Other,6017.630645
Jan Morforth,USA,Orange Choco,6/29/2022,980.00,146,High,Other,6027.859981
Gigi Bohling,USA,Fruit & Nut Bars,5/24/2022,2821.00,112,High,Other,6027.848286
Mallorie Waber,UK,Milk Bars,1/10/2022,3563.00,284,High,Other,6027.848286
Curtice Advani,USA,Raspberry Choco,3/15/2022,2996.00,139,High,Other,6027.848286
Marney O'Breen,Canada,Milk Bars,2/8/2022,2436.00,309,High,Other,6027.848286
Brien Boise,India,Caramel Stuffed Bars,2/25/2022,1540.00,100,High,Other,6027.848286
Gunar Cockshoot,USA,Eclairs,5/3/2022,6916.00,42,High,Other,6027.848286
Roddy Speechley,USA,Fruit & Nut Bars,6/14/2022,5509.00,24,High,Other,6027.848286
Gunar Cockshoot,India,50% Dark Bites,8/9/2022,12992.00,83,High,Other,6027.848286
Wilone O'Kielt,New Zealand,Manuka Honey Choco,7/11/2022,3724.00,234,High,Other,6027.848286
Kaine Padly,UK,Manuka Honey Choco,1/14/2022,7133.00,118,High,Other,6027.848286
Van Tuxwell,Canada,Manuka Honey Choco,2/24/2022,8617.00,46,High,Other,6027.848286
Wilone O'Kielt,New Zealand,Almond Choco,3/15/2022,9198.00,144,High,Other,6027.848286
Oby Sorrel,New Zealand,Baker's Choco Chips,4/25/2022,11823.00,47,High,Other,6027.848286
Dennison Crosswaite,Australia,Organic Choco Syrup,5/10/2022,5775.00,41,High,Other,6027.848286
Marney O'Breen,Australia,Spicy Special Slims,6/23/2022,13125.00,275,High,Other,6027.848286
Beverie Moffet,Canada,Smooth Sliky Salty,2/28/2022,14287.00,370,High,Other,6028.330821
Brien Boise,USA,Organic Choco Syrup,5/25/2022,16233.00,138,High,Other,6014.761663
Roddy Speechley,New Zealand,Baker's Choco Chips,2/22/2022,5313.00,215,High,Other,6014.761663
Van Tuxwell,UK,85% Dark Bars,7/11/2022,3577.00,134,High,Other,6014.761663
Marney O'Breen,Canada,Spicy Special Slims,1/3/2022,3528.00,336,High,Other,6014.761663
Rafaelita Blaksland,New Zealand,70% Dark Bites,8/24/2022,679.00,280,Medium,Other,6014.761663
Beverie Moffet,USA,50% Dark Bites,7/28/2022,2450.00,352,High,Other,6014.761663
Brien Boise,USA,Mint Chip Choco,5/25/2022,10577.00,150,High,Other,6014.761663
Karlen McCaffrey,New Zealand,Eclairs,5/6/2022,2597.00,177,High,Other,6014.761663
Barr Faughny,India,Drinking Coco,1/28/2022,2219.00,142,High,Other,6014.761663
Marney O'Breen,UK,Orange Choco,6/6/2022,11319.00,12,High,Other,6014.761663
Brien Boise,New Zealand,Baker's Choco Chips,7/12/2022,5978.00,24,High,Other,6014.761663
Ches Bonnell,Canada,Spicy Special Slims,8/5/2022,5327.00,183,High,Other,6014.761663
Brien Boise,USA,Orange Choco,1/28/2022,6020.00,147,High,Other,6014.761663
Kaine Padly,India,Spicy Special Slims,8/31/2022,5614.00,137,High,Other,6014.761663
Mallorie Waber,USA,50% Dark Bites,4/19/2022,1736.00,13,High,Other,6014.761663
Mallorie Waber,UK,Mint Chip Choco,6/29/2022,6384.00,2,High,Other,6014.761663
Beverie Moffet,India,Choco Coated Almonds,2/24/2022,3577.00,261,High,Other,6014.761663
Madelene Upcott,UK,Smooth Sliky Salty,3/4/2022,14539.00,84,High,Other,6014.761663
Gigi Bohling,India,Eclairs,6/21/2022,3493.00,68,High,Other,6014.761663
Rafaelita Blaksland,Australia,Organic Choco Syrup,1/26/2022,994.00,105,High,Other,6014.761663
Oby Sorrel,New Zealand,White Choc,6/10/2022,4361.00,40,High,Other,6014.761663
Andria Kimpton,UK,Drinking Coco,5/23/2022,1554.00,65,High,Other,6024.379981
Kelci Walkden,India,Milk Bars,4/15/2022,966.00,107,High,Other,6024.379981
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,1/31/2022,5334.00,227,High,Other,6024.379981
Andria Kimpton,New Zealand,Organic Choco Syrup,3/4/2022,4935.00,39,High,Other,6024.379981
Barr Faughny,New Zealand,After Nines,4/19/2022,10024.00,84,High,Other,6024.379981
Beverie Moffet,UK,Almond Choco,5/16/2022,2506.00,100,High,Other,6024.379981
Oby Sorrel,Australia,Raspberry Choco,2/17/2022,1043.00,120,High,Other,6024.379981
Dennison Crosswaite,USA,Raspberry Choco,1/18/2022,6524.00,257,High,Other,6024.379981
Roddy Speechley,Canada,Orange Choco,2/9/2022,8148.00,85,High,Other,6033.941171
Mallorie Waber,Canada,Orange Choco,3/23/2022,3577.00,178,High,Other,6033.941171
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2/1/2022,3374.00,151,High,Other,6033.941171
Mallorie Waber,India,Drinking Coco,3/7/2022,3948.00,142,High,Other,6033.941171
Ches Bonnell,UK,White Choc,1/3/2022,3269.00,226,High,Other,6033.941171
Ches Bonnell,USA,White Choc,2/11/2022,5271.00,341,High,Other,6033.941171
Dennison Crosswaite,New Zealand,Orange Choco,3/16/2022,4571.00,140,High,Other,6033.941171
Dotty Strutley,India,White Choc,8/15/2022,12327.00,330,High,Other,6033.941171
Gigi Bohling,India,Manuka Honey Choco,5/12/2022,4935.00,73,High,Other,6033.941171
Van Tuxwell,India,Spicy Special Slims,4/11/2022,6167.00,4,High,Other,6033.941171
Jan Morforth,New Zealand,Mint Chip Choco,6/30/2022,18340.00,285,High,Other,6033.941171
Dotty Strutley,New Zealand,White Choc,6/15/2022,7014.00,60,High,Other,6033.941171
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,8/1/2022,7119.00,101,High,Other,6033.941171
Kaine Padly,USA,Milk Bars,6/15/2022,15491.00,58,High,Other,6033.941171
Brien Boise,India,After Nines,6/16/2022,5747.00,45,High,Other,6033.941171
Oby Sorrel,New Zealand,Raspberry Choco,5/13/2022,4550.00,281,High,Other,6033.941171
Dennison Crosswaite,USA,Drinking Coco,5/10/2022,2191.00,138,High,Other,6033.941171
Oby Sorrel,India,Eclairs,8/25/2022,5663.00,322,High,Other,6033.941171
Ches Bonnell,New Zealand,Organic Choco Syrup,7/15/2022,7623.00,85,High,Other,6033.941171
Gigi Bohling,UK,Baker's Choco Chips,5/16/2022,9023.00,409,High,Other,6033.941171
Jan Morforth,Australia,50% Dark Bites,6/14/2022,3402.00,182,High,Other,6033.941171
Beverie Moffet,Australia,Smooth Sliky Salty,1/25/2022,10507.00,467,High,Other,6033.941171
Ches Bonnell,USA,Organic Choco Syrup,7/28/2022,7721.00,14,High,Other,6039.002596
Brien Boise,Canada,Mint Chip Choco,1/28/2022,5033.00,178,High,Other,6030.393738
Kaine Padly,UK,Orange Choco,6/29/2022,1960.00,191,High,Other,6030.393738
Karlen McCaffrey,Australia,70% Dark Bites,6/24/2022,238.00,317,Low,Other,6030.393738
Gunar Cockshoot,Canada,Mint Chip Choco,7/1/2022,7756.00,410,High,Other,6030.393738
Roddy Speechley,USA,Peanut Butter Cubes,2/25/2022,1736.00,137,High,Other,6041.575965
Curtice Advani,Canada,Smooth Sliky Salty,8/1/2022,2660.00,12,High,Other,6041.575965
Oby Sorrel,Australia,Milk Bars,6/21/2022,7672.00,254,High,Other,6041.575965
Camilla Castle,New Zealand,Spicy Special Slims,1/25/2022,11564.00,24,High,Other,6041.575965
Gigi Bohling,UK,Milk Bars,5/17/2022,1365.00,232,High,Other,6038.42234
Andria Kimpton,Australia,85% Dark Bars,8/23/2022,4186.00,233,High,Other,6038.42234
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2022,7406.00,118,High,Other,6038.42234
Roddy Speechley,India,Caramel Stuffed Bars,5/30/2022,8911.00,543,High,Other,6042.012306
Karlen McCaffrey,USA,Drinking Coco,6/29/2022,112.00,223,Low,Other,6039.363786
Andria Kimpton,Canada,Organic Choco Syrup,1/4/2022,8204.00,204,High,Other,6039.363786
Jehu Rudeforth,Australia,Drinking Coco,1/14/2022,2611.00,65,High,Other,6039.363786
Karlen McCaffrey,USA,Mint Chip Choco,2/15/2022,15652.00,53,High,Other,6039.363786
Curtice Advani,New Zealand,Spicy Special Slims,1/10/2022,4074.00,469,High,Other,6046.033755
Madelene Upcott,USA,White Choc,5/4/2022,12250.00,213,High,Other,6046.033755
Andria Kimpton,USA,Spicy Special Slims,5/23/2022,2366.00,5,High,Other,6046.033755
Barr Faughny,New Zealand,Fruit & Nut Bars,4/26/2022,1687.00,147,High,Other,6046.033755
Oby Sorrel,Canada,Organic Choco Syrup,7/5/2022,1232.00,74,High,Other,6046.033755
Madelene Upcott,UK,Organic Choco Syrup,7/21/2022,6965.00,163,High,Other,6046.033755
Dotty Strutley,USA,Mint Chip Choco,2/21/2022,5292.00,248,High,Other,6046.033755
Kelci Walkden,USA,Orange Choco,2/3/2022,1379.00,138,High,Other,6046.033755
Gigi Bohling,Australia,Caramel Stuffed Bars,7/8/2022,8001.00,151,High,Other,6046.033755
Mallorie Waber,India,50% Dark Bites,5/31/2022,588.00,139,Medium,Other,6046.033755
Van Tuxwell,New Zealand,Mint Chip Choco,6/27/2022,4046.00,103,High,Other,6042.222904
Van Tuxwell,India,50% Dark Bites,5/13/2022,5103.00,129,High,Other,6042.222904
Van Tuxwell,USA,Manuka Honey Choco,5/31/2022,2317.00,102,High,Other,6042.222904
Wilone O'Kielt,USA,Orange Choco,2/28/2022,7042.00,37,High,Other,6042.222904
Barr Faughny,New Zealand,Eclairs,3/28/2022,6713.00,31,High,Other,6042.222904
Gigi Bohling,USA,After Nines,1/14/2022,1848.00,227,High,Other,6042.222904
Barr Faughny,New Zealand,Mint Chip Choco,2/21/2022,6440.00,145,High,Other,6042.222904
Dennison Crosswaite,Canada,85% Dark Bars,8/1/2022,10885.00,90,High,Other,6042.222904
Beverie Moffet,New Zealand,Smooth Sliky Salty,5/19/2022,2387.00,59,High,Other,6042.222904
Husein Augar,USA,White Choc,7/13/2022,2030.00,60,High,Other,6042.222904
Andria Kimpton,Australia,Peanut Butter Cubes,4/20/2022,6678.00,148,High,Other,6042.222904
Dennison Crosswaite,India,85% Dark Bars,6/30/2022,4515.00,22,High,Other,6042.222904
Curtice Advani,UK,50% Dark Bites,3/8/2022,3374.00,142,High,Other,6040.981152
Gunar Cockshoot,USA,Fruit & Nut Bars,3/9/2022,5852.00,93,High,Other,6040.981152
Oby Sorrel,Canada,Raspberry Choco,6/16/2022,1750.00,208,High,Other,6040.981152
Gigi Bohling,UK,Drinking Coco,6/30/2022,5782.00,42,High,Other,6040.981152
Kelci Walkden,India,Mint Chip Choco,7/28/2022,2870.00,120,High,Other,6040.981152
Karlen McCaffrey,Canada,Peanut Butter Cubes,8/12/2022,3094.00,159,High,Other,6040.981152
Barr Faughny,UK,Mint Chip Choco,7/7/2022,3724.00,316,High,Other,6040.981152
Barr Faughny,USA,85% Dark Bars,8/25/2022,12761.00,47,High,Other,6040.981152
Husein Augar,Canada,Eclairs,1/17/2022,3696.00,233,High,Other,6040.981152
Jan Morforth,Australia,70% Dark Bites,3/4/2022,5222.00,384,High,Other,6040.981152
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/25/2022,8939.00,4,High,Other,6040.981152
Ches Bonnell,UK,Peanut Butter Cubes,4/15/2022,2156.00,260,High,Other,6042.583855
Kaine Padly,USA,Organic Choco Syrup,3/11/2022,2380.00,22,High,Other,6042.583855
Camilla Castle,USA,Raspberry Choco,5/20/2022,3339.00,18,High,Other,6042.583855
Brien Boise,New Zealand,Manuka Honey Choco,6/14/2022,14980.00,42,High,Other,6042.583855
Jehu Rudeforth,New Zealand,After Nines,4/14/2022,1512.00,73,High,Other,6042.583855
Jehu Rudeforth,USA,Smooth Sliky Salty,7/7/2022,6657.00,154,High,Other,6042.583855
Madelene Upcott,India,Mint Chip Choco,8/24/2022,3836.00,71,High,Other,6042.583855
Jehu Rudeforth,India,Eclairs,2/24/2022,8771.00,127,High,Other,6042.583855
Karlen McCaffrey,Canada,Raspberry Choco,5/9/2022,651.00,224,Medium,Other,6042.583855
Kaine Padly,Australia,70% Dark Bites,2/8/2022,6706.00,223,High,Other,6042.583855
Roddy Speechley,UK,70% Dark Bites,3/24/2022,1421.00,284,High,Other,6042.583855
Rafaelita Blaksland,USA,Drinking Coco,6/20/2022,8526.00,73,High,Other,6041.283039
Mallorie Waber,Canada,Manuka Honey Choco,3/7/2022,1435.00,112,High,Other,6041.283039
Kaine Padly,Australia,Fruit & Nut Bars,6/20/2022,7434.00,85,High,Other,6041.283039
Oby Sorrel,New Zealand,Organic Choco Syrup,2/17/2022,15316.00,270,High,Other,6041.283039
Madelene Upcott,UK,99% Dark & Pure,1/26/2022,10479.00,45,High,Other,6038.546857
Madelene Upcott,Australia,Mint Chip Choco,5/2/2022,2751.00,153,High,Other,6038.546857
Curtice Advani,Canada,99% Dark & Pure,7/7/2022,12586.00,7,High,Other,6038.546857
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/22/2022,2786.00,51,High,Other,6045.018406
Karlen McCaffrey,Australia,After Nines,8/11/2022,2303.00,67,High,Other,6045.018406
Marney O'Breen,UK,99% Dark & Pure,1/13/2022,8113.00,194,High,Other,6051.44645
Gunar Cockshoot,Australia,50% Dark Bites,3/2/2022,12271.00,116,High,Other,6058.854447
Marney O'Breen,Australia,Choco Coated Almonds,7/27/2022,11298.00,41,High,Other,6058.854447
Kelci Walkden,New Zealand,Drinking Coco,3/10/2022,15855.00,111,High,Other,6046.553168
Beverie Moffet,USA,85% Dark Bars,8/23/2022,12404.00,334,High,Other,6036.133631
Roddy Speechley,USA,Eclairs,4/25/2022,3990.00,155,High,Other,6036.133631
Dennison Crosswaite,UK,Milk Bars,3/7/2022,10808.00,407,High,Other,6036.133631
Wilone O'Kielt,UK,Organic Choco Syrup,7/12/2022,4858.00,52,High,Other,6036.133631
Madelene Upcott,USA,Orange Choco,5/16/2022,7742.00,138,High,Other,6036.133631
Gunar Cockshoot,India,Smooth Sliky Salty,3/2/2022,3752.00,70,High,Other,6036.133631
Marney O'Breen,New Zealand,85% Dark Bars,5/30/2022,1218.00,149,High,Other,6036.133631
Marney O'Breen,UK,Manuka Honey Choco,6/10/2022,10983.00,179,High,Other,6036.133631
Brien Boise,USA,99% Dark & Pure,7/25/2022,6769.00,353,High,Other,6036.133631
Beverie Moffet,New Zealand,Mint Chip Choco,6/9/2022,4361.00,97,High,Other,6036.133631
Dennison Crosswaite,USA,Milk Bars,5/12/2022,777.00,60,Medium,Other,6036.133631
Gunar Cockshoot,USA,Drinking Coco,5/9/2022,3843.00,5,High,Other,6036.133631
Brien Boise,Canada,Manuka Honey Choco,8/9/2022,6930.00,182,High,Other,6036.133631
Van Tuxwell,India,Choco Coated Almonds,4/13/2022,5733.00,114,High,Other,6036.133631
Andria Kimpton,USA,Caramel Stuffed Bars,5/2/2022,8393.00,46,High,Other,6036.133631
Dotty Strutley,USA,99% Dark & Pure,8/9/2022,3822.00,320,High,Other,6036.133631
Camilla Castle,Australia,Raspberry Choco,8/23/2022,6342.00,178,High,Other,6036.133631
Gunar Cockshoot,India,Spicy Special Slims,5/13/2022,6510.00,170,High,Other,6036.133631
Karlen McCaffrey,USA,Manuka Honey Choco,2/1/2022,10171.00,67,High,Other,6035.525547
Camilla Castle,USA,50% Dark Bites,6/23/2022,5908.00,301,High,Other,6035.525547
Madelene Upcott,UK,Choco Coated Almonds,5/24/2022,10164.00,134,High,Other,6035.525547
Jan Morforth,Canada,Mint Chip Choco,4/1/2022,1064.00,211,High,Other,6035.525547
Camilla Castle,Canada,70% Dark Bites,7/27/2022,9716.00,151,High,Other,6035.525547
Ches Bonnell,India,Peanut Butter Cubes,1/27/2022,22050.00,208,High,Other,6035.525547
